ID_Candidato,Nombre,Año,Agrupacion,Categoria,Cargo,Electo
ACHILLE MARIANO,"ACHILLE, MARIANO",2026,Primero San Lorenzo,Comisión Directiva,Vocal 16,NO
ACHILLE MARIANO,"ACHILLE, MARIANO",2023,Orden y Progreso,Comisión Directiva,Vocal 12,NO
NATALY NOVILLO,"NOVILLO, NATALY",2026,Movete Boedo Movete,Comisión Directiva,Vocal 16,NO
NATALY NOVILLO,"NOVILLO, NATALY",2025,Movete Boedo Movete,Comisión Directiva,Vocal 11,NO
AMILCAR CARESTIA ESTEBAN,"CARESTIA, ESTEBAN AMILCAR",2026,Volver a San Lorenzo,Comisión Directiva,Vocal 16,NO
AMILCAR CARESTIA ESTEBAN,"CARESTIA, ESTEBAN AMILCAR",2023,Volver a San Lorenzo,Asamblea,28,NO
AMILCAR CARESTIA ESTEBAN,"CARESTIA, ESTEBAN AMILCAR",2019,Volver a San Lorenzo,Asamblea,36,NO
AMILCAR CARESTIA ESTEBAN,"CARESTIA, ESTEBAN AMILCAR",2010,Mas San Lorenzo,Asamblea,26,NO
AMILCAR CARESTIA ESTEBAN,"CARESTIA, ESTEBAN AMILCAR",2022,Volver a San Lorenzo,Asamblea,,NO
FEDERICO SCIGLIANO,"SCIGLIANO, FEDERICO",2026,Nueva Generacion,Comisión Directiva,Vocal 16,NO
MANSILLA MARLENE,"MANSILLA, MARLENE",2026,San Lorenzo en Marcha,Comisión Directiva,Vocal 17,NO
MANSILLA MARLENE,"MANSILLA, MARLENE",2025,X Amor a San Lorenzo,Comisión Directiva,Vocal 17,SI
MANSILLA MARLENE,"MANSILLA, MARLENE",2023,Boedo en Accion,Asamblea,60,SI
MANSILLA MARLENE,"MANSILLA, MARLENE",2022,Boedo en Accion,Fiscalizadora,,NO
MARIANA VILASECO,"VILASECO, MARIANA",2026,Primero San Lorenzo,Comisión Directiva,Vocal 17,NO
ACIERNO JUAN PABLO,"ACIERNO, JUAN PABLO",2026,Movete Boedo Movete,Comisión Directiva,Vocal 17,NO
ALEJANDRO PAGLIA,"PAGLIA, ALEJANDRO",2026,Volver a San Lorenzo,Comisión Directiva,Vocal 17,NO
GISELA RIOS,"RIOS, GISELA",2026,Nueva Generacion,Comisión Directiva,Vocal 17,NO
DAFNE KWIST,"KWIST, DAFNE",2026,San Lorenzo en Marcha,Comisión Directiva,Vocal 18,NO
DAFNE KWIST,"KWIST, DAFNE",2023,X Amor a San Lorenzo,Comisión Directiva,Vocal 8,NO
DAFNE KWIST,"KWIST, DAFNE",2019,San Lorenzo Siglo XXI,Asamblea,14,SI
DAFNE KWIST,"KWIST, DAFNE",2022,San Lorenzo Querido,Comisión Directiva,,NO
DAFNE KWIST,"KWIST, DAFNE",2004,Dignidad por San Lorenzo,Comisión Directiva,,NO
FERNANDEZ GUSTAVO QUIROZ,"FERNANDEZ QUIROZ, GUSTAVO",2026,Primero San Lorenzo,Comisión Directiva,Vocal 18,NO
FERNANDEZ GUSTAVO QUIROZ,"FERNANDEZ QUIROZ, GUSTAVO",2023,Orden y Progreso,Comisión Directiva,Vocal 5,NO
DELAMER JULIAN,"DELAMER, JULIAN",2026,Movete Boedo Movete,Comisión Directiva,Vocal 18,NO
DELAMER JULIAN,"DELAMER, JULIAN",2025,Movete Boedo Movete,Comisión Directiva,Vocal 8,NO
FULCO GUSTAVO RAMOS,"FULCO RAMOS, GUSTAVO",2026,Volver a San Lorenzo,Comisión Directiva,Vocal 18,NO
JUAN MANUEL VIDAL,"VIDAL, JUAN MANUEL",2026,Nueva Generacion,Comisión Directiva,Vocal 18,NO
LAMMENS MATIAS,"LAMMENS, MATIAS",2025,Revolucion Azulgrana,Comisión Directiva,Presidente,NO
LAMMENS MATIAS,"LAMMENS, MATIAS",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 1,SI
LAMMENS MATIAS,"LAMMENS, MATIAS",2016,San Lorenzo Siglo XXI,Comisión Directiva,Presidente,SI
LAMMENS MATIAS,"LAMMENS, MATIAS",2013,San Lorenzo Siglo XXI,Comisión Directiva,Presidente,SI
LAMMENS MATIAS,"LAMMENS, MATIAS",2012 (EXTRAORDINARIA),San Lorenzo Siglo XXI,Comisión Directiva,,SI
LAMMENS MATIAS,"LAMMENS, MATIAS",2012 (ASAMBLEA),Transitoria,Comisión Directiva,,SI
LAMMENS MATIAS,"LAMMENS, MATIAS",2010,Nuevo San Lorenzo,Comisión Directiva,,NO
ALEJANDRO CAMBAS,"CAMBAS, ALEJANDRO",2025,Revolucion Azulgrana,Comisión Directiva,Vice-Presidente,NO
ALEJANDRO CAMBAS,"CAMBAS, ALEJANDRO",2023,Boedo en Accion,Asamblea,16,SI
ALEJANDRO CAMBAS,"CAMBAS, ALEJANDRO",2022,Siempre San Lorenzo,Asamblea,,NO
MIGUEL PAREJA SEBASTIAN,"PAREJA, SEBASTIAN MIGUEL",2025,Movete Boedo Movete,Comisión Directiva,Vice-Presidente,NO
MIGUEL PAREJA SEBASTIAN,"PAREJA, SEBASTIAN MIGUEL",2007,Proyecto Azulgrana,Comisión Directiva,,NO
FERRONATO JORGE,"FERRONATO, JORGE",2025,Volver a San Lorenzo,Comisión Directiva,Vice-Presidente,NO
FERRONATO JORGE,"FERRONATO, JORGE",2023,Volver a San Lorenzo,Asamblea,2,SI
FERRONATO JORGE,"FERRONATO, JORGE",2022,Volver a San Lorenzo,Asamblea,,NO
MARCELO PABLO VAZQUEZ,"VAZQUEZ, MARCELO PABLO",2025,X Amor a San Lorenzo,Comisión Directiva,Vocal 1,SI
MARCELO PABLO VAZQUEZ,"VAZQUEZ, MARCELO PABLO",2013,San Lorenzo Siglo XXI,Asamblea,1,SI
MARCELO PABLO VAZQUEZ,"VAZQUEZ, MARCELO PABLO",2010,Nuevo San Lorenzo,Asamblea,1,SI
MARCELO PABLO VAZQUEZ,"VAZQUEZ, MARCELO PABLO",2012 (EXTRAORDINARIA),San Lorenzo Siglo XXI,Comisión Directiva,,SI
MARCELO PABLO VAZQUEZ,"VAZQUEZ, MARCELO PABLO",2012 (ASAMBLEA),Transitoria,Comisión Directiva,,SI
MARCELO PABLO VAZQUEZ,"VAZQUEZ, MARCELO PABLO",2007,Proyecto Azulgrana,Comisión Directiva,,NO
ALEJANDRO SEGURA,"SEGURA, ALEJANDRO",2025,Volver a San Lorenzo,Comisión Directiva,Vocal 1,NO
ALEJANDRO SEGURA,"SEGURA, ALEJANDRO",2023,Volver a San Lorenzo,Asamblea,1,SI
ALEJANDRO SEGURA,"SEGURA, ALEJANDRO",2022,Volver a San Lorenzo,Asamblea,,NO
ALEJANDRO SEGURA,"SEGURA, ALEJANDRO",2019,Volver a San Lorenzo,Fiscalizadora,,SI
MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 2,NO
MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 3,NO
MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL",2016,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 2,NO
MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL",2013,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 2,NO
CLAUDIO LANTARON,"LANTARON, CLAUDIO",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 3,NO
CLAUDIO LANTARON,"LANTARON, CLAUDIO",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 17,SI
CLAUDIO LANTARON,"LANTARON, CLAUDIO",2022,San Lorenzo Querido,Comisión Directiva,,NO
ARIEL CHRISTIAN EVANGELISTA,"EVANGELISTA, CHRISTIAN ARIEL",2025,X Amor a San Lorenzo,Comisión Directiva,Vocal 4,SI
ARIEL CHRISTIAN EVANGELISTA,"EVANGELISTA, CHRISTIAN ARIEL",2023,X Amor a San Lorenzo,Comisión Directiva,Vocal 12,SI
ARIEL CHRISTIAN EVANGELISTA,"EVANGELISTA, CHRISTIAN ARIEL",2022,Siempre San Lorenzo,Comisión Directiva,,NO
DIAZ JUAN MANUEL,"DIAZ, JUAN MANUEL",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 4,NO
DIAZ JUAN MANUEL,"DIAZ, JUAN MANUEL",2023,Boedo en Accion,Asamblea,58,SI
GUILLERMO ZUCCOLO,"ZUCCOLO, GUILLERMO",2025,Movete Boedo Movete,Comisión Directiva,Vocal 4,NO
GUILLERMO ZUCCOLO,"ZUCCOLO, GUILLERMO",2016,San Lorenzo Siglo XXI,Fiscalizadora,,SI
BELLOMO ESTEBAN,"BELLOMO, ESTEBAN",2025,Volver a San Lorenzo,Comisión Directiva,Vocal 4,NO
BELLOMO ESTEBAN,"BELLOMO, ESTEBAN",2023,Volver a San Lorenzo,Comisión Directiva,Vocal 14,NO
BELLOMO ESTEBAN,"BELLOMO, ESTEBAN",2013,Volver a San Lorenzo,Comisión Directiva,Vocal 2,NO
BELLOMO ESTEBAN,"BELLOMO, ESTEBAN",2022,Volver a San Lorenzo,Comisión Directiva,,NO
BELLOMO ESTEBAN,"BELLOMO, ESTEBAN",2019,Volver a San Lorenzo,Comisión Directiva,,NO
BELLOMO ESTEBAN,"BELLOMO, ESTEBAN",2016,Volver a San Lorenzo,Comisión Directiva,,NO
BELLOMO ESTEBAN,"BELLOMO, ESTEBAN",2010,Mas San Lorenzo,Comisión Directiva,,NO
ALEJANDRO ROO,"ROO, ALEJANDRO",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 5,NO
ALEJANDRO ROO,"ROO, ALEJANDRO",2023,Boedo en Accion,Asamblea,28,SI
ALEJANDRO ROO,"ROO, ALEJANDRO",2022,Boedo en Accion,Asamblea,,NO
ANGEL CIANNI MIGUEL,"CIANNI, MIGUEL ANGEL",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 6,NO
ANGEL CIANNI MIGUEL,"CIANNI, MIGUEL ANGEL",2023,Boedo en Accion,Asamblea,46,SI
ANGEL CIANNI MIGUEL,"CIANNI, MIGUEL ANGEL",2001,La Casa del Vitalicio,Comisión Directiva,Vocal 8,NO
ANGEL CIANNI MIGUEL,"CIANNI, MIGUEL ANGEL",2010,Grandeza Azulgrana,Comisión Directiva,,NO
ANGEL CIANNI MIGUEL,"CIANNI, MIGUEL ANGEL",2007,Frente San Lorenzo,Comisión Directiva,,NO
ANGEL CIANNI MIGUEL,"CIANNI, MIGUEL ANGEL",2004,Grandeza Azulgrana,Comisión Directiva,,NO
BLANCO INES MARIA MUINO,"MUIÑO, MARIA INES BLANCO",2025,Volver a San Lorenzo,Comisión Directiva,Vocal 6,NO
BLANCO INES MARIA MUINO,"MUIÑO, MARIA INES BLANCO",2023,Volver a San Lorenzo,Asamblea,45,NO
BLANCO INES MARIA MUINO,"MUIÑO, MARIA INES BLANCO",2019,Cruzada por San Lorenzo,Asamblea,55,NO
BLANCO INES MARIA MUINO,"MUIÑO, MARIA INES BLANCO",2022,Volver a San Lorenzo,Asamblea,,NO
MATIAS MUNIZ,"MUÑIZ, MATIAS",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 7,NO
MATIAS MUNIZ,"MUÑIZ, MATIAS",2023,Boedo en Accion,Asamblea,14,SI
ANTONELLA CARUSO SOFIA,"CARUSO, ANTONELLA SOFIA",2025,Volver a San Lorenzo,Comisión Directiva,Vocal 7,NO
ANTONELLA CARUSO SOFIA,"CARUSO, ANTONELLA SOFIA",2023,Volver a San Lorenzo,Comisión Directiva,Vocal 18,NO
ANTONELLA CARUSO SOFIA,"CARUSO, ANTONELLA SOFIA",2019,Volver a San Lorenzo,Asamblea,23,NO
ANTONELLA CARUSO SOFIA,"CARUSO, ANTONELLA SOFIA",2022,Volver a San Lorenzo,Asamblea,,NO
CARREIRA IGNACIO,"CARREIRA, IGNACIO",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 8,NO
CARREIRA IGNACIO,"CARREIRA, IGNACIO",2023,Boedo en Accion,Asamblea,8,SI
CARREIRA IGNACIO,"CARREIRA, IGNACIO",2022,Boedo en Accion,Comisión Directiva,,NO
CARUSO JONATHAN,"CARUSO, JONATHAN",2025,Volver a San Lorenzo,Comisión Directiva,Vocal 8,NO
CARUSO JONATHAN,"CARUSO, JONATHAN",2023,Volver a San Lorenzo,Comisión Directiva,Vocal 10,NO
CARUSO JONATHAN,"CARUSO, JONATHAN",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 7,NO
MORALES ULISES,"MORALES, ULISES",2025,X Amor a San Lorenzo,Comisión Directiva,Vocal 9,SI
MORALES ULISES,"MORALES, ULISES",2023,Boedo en Accion,Asamblea,2,SI
MORALES ULISES,"MORALES, ULISES",2022,Boedo en Accion,Asamblea,,NO
FERNANDO MANUEL SUAREZ,"SUAREZ, FERNANDO MANUEL",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 9,NO
FERNANDO MANUEL SUAREZ,"SUAREZ, FERNANDO MANUEL",2023,Boedo en Accion,Asamblea,21,SI
ARRIOLA PABLO RODRIGUEZ,"ARRIOLA, PABLO RODRIGUEZ",2025,Movete Boedo Movete,Comisión Directiva,Vocal 9,NO
ARRIOLA PABLO RODRIGUEZ,"ARRIOLA, PABLO RODRIGUEZ",2026,Movete Boedo Movete,Comisión Directiva,,NO
FERNANDEZ GALIANA GUSTAVO,"GALIANA, GUSTAVO FERNANDEZ",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 10,NO
FERNANDEZ GALIANA GUSTAVO,"GALIANA, GUSTAVO FERNANDEZ",2023,Boedo en Accion,Asamblea,52,SI
CATALDI SEBASTIAN,"CATALDI, SEBASTIAN",2025,Movete Boedo Movete,Comisión Directiva,Vocal 10,NO
CASTRO DIEGO FERNANDEZ JUAN,"CASTRO, JUAN DIEGO FERNANDEZ",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 11,NO
CASTRO DIEGO FERNANDEZ JUAN,"CASTRO, JUAN DIEGO FERNANDEZ",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 14,SI
CASTRO DIEGO FERNANDEZ JUAN,"CASTRO, JUAN DIEGO FERNANDEZ",2016,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 17,NO
CASTRO DIEGO FERNANDEZ JUAN,"CASTRO, JUAN DIEGO FERNANDEZ",2013,San Lorenzo Siglo XXI,Asamblea,4,SI
CASTRO DIEGO FERNANDEZ JUAN,"CASTRO, JUAN DIEGO FERNANDEZ",2022,San Lorenzo Querido,Comisión Directiva,,NO
CASTRO DIEGO FERNANDEZ JUAN,"CASTRO, JUAN DIEGO FERNANDEZ",2012 (EXTRAORDINARIA),Por San Lorenzo,Comisión Directiva,,NO
FLORENCIA GABRIEL VICTORIA,"GABRIEL, VICTORIA FLORENCIA",2025,X Amor a San Lorenzo,Comisión Directiva,Vocal 12,SI
FLORENCIA GABRIEL VICTORIA,"GABRIEL, VICTORIA FLORENCIA",2023,X Amor a San Lorenzo,Asamblea,4,SI
FLORENCIA GABRIEL VICTORIA,"GABRIEL, VICTORIA FLORENCIA",2022,San Lorenzo Querido,Asamblea,,NO
DIEGO MOREIRA,"MOREIRA, DIEGO",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 12,NO
DIEGO MOREIRA,"MOREIRA, DIEGO",2023,Boedo en Accion,Asamblea,19,SI
DIEGO MOREIRA,"MOREIRA, DIEGO",2022,Boedo en Accion,Asamblea,,NO
BARRIOS MALENA,"BARRIOS, MALENA",2025,Movete Boedo Movete,Comisión Directiva,Vocal 12,NO
AXEL SCHALE,"SCHALE, AXEL",2025,X Amor a San Lorenzo,Comisión Directiva,Vocal 13,SI
AXEL SCHALE,"SCHALE, AXEL",2023,Boedo en Accion,Asamblea,26,SI
BARROS ESTRADA MATEO,"BARROS, MATEO ESTRADA",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 13,NO
BARROS ESTRADA MATEO,"BARROS, MATEO ESTRADA",2022,San Lorenzo Querido,Asamblea,,NO
JOSE MOSQUERA PABLO RIVA,"MOSQUERA, PABLO JOSE RIVA",2025,Movete Boedo Movete,Comisión Directiva,Vocal 13,NO
DIEGO JUAN LOPEZ,"LOPEZ, JUAN DIEGO",2025,Volver a San Lorenzo,Comisión Directiva,Vocal 13,NO
DIEGO JUAN LOPEZ,"LOPEZ, JUAN DIEGO",2023,Volver a San Lorenzo,Asamblea,53,NO
DIEGO JUAN LOPEZ,"LOPEZ, JUAN DIEGO",2022,Volver a San Lorenzo,Asamblea,,NO
DANTE GUTIERREZ MONACO,"MONACO, DANTE GUTIERREZ",2025,X Amor a San Lorenzo,Comisión Directiva,Vocal 14,SI
DANTE GUTIERREZ MONACO,"MONACO, DANTE GUTIERREZ",2023,Boedo en Accion,Asamblea,12,SI
DANTE GUTIERREZ MONACO,"MONACO, DANTE GUTIERREZ",2019,Volver a San Lorenzo,Asamblea,11,NO
DANTE GUTIERREZ MONACO,"MONACO, DANTE GUTIERREZ",2016,Volver a San Lorenzo,Asamblea,4,NO
DANTE GUTIERREZ MONACO,"MONACO, DANTE GUTIERREZ",2013,Volver a San Lorenzo,Asamblea,8,NO
DANTE GUTIERREZ MONACO,"MONACO, DANTE GUTIERREZ",2010,Nuevo San Lorenzo,Asamblea,30,NO
DANTE GUTIERREZ MONACO,"MONACO, DANTE GUTIERREZ",2022,Boedo en Accion,Asamblea,,NO
MAYRA TUBIO,"TUBIO, MAYRA",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 14,NO
MAYRA TUBIO,"TUBIO, MAYRA",2023,Boedo en Accion,Asamblea,10,SI
JONATHAN LIROSI,"LIROSI, JONATHAN",2025,X Amor a San Lorenzo,Comisión Directiva,Vocal 15,SI
JONATHAN LIROSI,"LIROSI, JONATHAN",2023,Boedo en Accion,Asamblea,49,SI
JONATHAN LIROSI,"LIROSI, JONATHAN",2022,Boedo en Accion,Asamblea,,NO
CAHN MARIANA,"CAHN, MARIANA",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 15,NO
CAHN MARIANA,"CAHN, MARIANA",2019,San Lorenzo Siglo XXI,Asamblea,37,SI
CAHN MARIANA,"CAHN, MARIANA",2022,San Lorenzo Querido,Comisión Directiva,,NO
GALIGNIANA PAULA VANINA,"GALIGNIANA, PAULA VANINA",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 16,NO
GALIGNIANA PAULA VANINA,"GALIGNIANA, PAULA VANINA",2019,San Lorenzo Siglo XXI,Asamblea,38,SI
COCCA JONATHAN MATIAS,"COCCA, JONATHAN MATIAS",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 17,NO
COCCA JONATHAN MATIAS,"COCCA, JONATHAN MATIAS",2023,Boedo en Accion,Asamblea,48,SI
DANIEL PABLO RASCOVAN,"RASCOVAN, PABLO DANIEL",2025,Volver a San Lorenzo,Comisión Directiva,Vocal 17,NO
DANIEL PABLO RASCOVAN,"RASCOVAN, PABLO DANIEL",2023,Volver a San Lorenzo,Fiscalizadora,2,NO
DANIEL PABLO RASCOVAN,"RASCOVAN, PABLO DANIEL",2019,Volver a San Lorenzo,Comisión Directiva,Vocal 11,NO
DANIEL PABLO RASCOVAN,"RASCOVAN, PABLO DANIEL",2026,Volver a San Lorenzo,Comisión Directiva,,NO
DANIEL PABLO RASCOVAN,"RASCOVAN, PABLO DANIEL",2022,Volver a San Lorenzo,Comisión Directiva,,NO
DANIEL GUILLERMO PEREZ,"PEREZ, GUILLERMO DANIEL",2025,X Amor a San Lorenzo,Comisión Directiva,Vocal 18,SI
DANIEL GUILLERMO PEREZ,"PEREZ, GUILLERMO DANIEL",2022,Siempre San Lorenzo,Comisión Directiva,,NO
ACHUCARRO JAKELINE,"ACHUCARRO, JAKELINE",2025,Revolucion Azulgrana,Comisión Directiva,Vocal 18,NO
EDUARDO MASTANTUONO,"MASTANTUONO, EDUARDO",2025,Movete Boedo Movete,Comisión Directiva,Vocal 18,NO
JOSE RAMON VINAS,"VIÑAS, JOSE RAMON",2025,Volver a San Lorenzo,Comisión Directiva,Vocal 18,NO
JOSE RAMON VINAS,"VIÑAS, JOSE RAMON",2019,Volver a San Lorenzo,Asamblea,1,SI
JOSE RAMON VINAS,"VIÑAS, JOSE RAMON",2016,Volver a San Lorenzo,Asamblea,1,SI
JOSE RAMON VINAS,"VIÑAS, JOSE RAMON",2013,Volver a San Lorenzo,Asamblea,1,SI
JOSE RAMON VINAS,"VIÑAS, JOSE RAMON",2010,Mas San Lorenzo,Asamblea,10,NO
JOSE RAMON VINAS,"VIÑAS, JOSE RAMON",2023,Volver a San Lorenzo,Comisión Directiva,,NO
JOSE RAMON VINAS,"VIÑAS, JOSE RAMON",2022,Volver a San Lorenzo,Comisión Directiva,,NO
JOSE RAMON VINAS,"VIÑAS, JOSE RAMON",2019,Volver a San Lorenzo,Comisión Directiva,,NO
JOSE RAMON VINAS,"VIÑAS, JOSE RAMON",2012 (EXTRAORDINARIA),Por San Lorenzo,Comisión Directiva,,NO
MARCELO MORETTI,"MORETTI, MARCELO",2023,Boedo en Accion,Comisión Directiva,Presidente,SI
MARCELO MORETTI,"MORETTI, MARCELO",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 7,SI
MARCELO MORETTI,"MORETTI, MARCELO",2016,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 12,SI
MARCELO MORETTI,"MORETTI, MARCELO",2013,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 11,SI
MARCELO MORETTI,"MORETTI, MARCELO",2004,De Nuevo San Lorenzo,Comisión Directiva,Vocal 12,NO
MARCELO MORETTI,"MORETTI, MARCELO",2022,Boedo en Accion,Comisión Directiva,,NO
MARCELO MORETTI,"MORETTI, MARCELO",2012 (EXTRAORDINARIA),San Lorenzo Siglo XXI,Comisión Directiva,,SI
MARCELO MORETTI,"MORETTI, MARCELO",2010,Boedo en Accion,Comisión Directiva,,SI
NAVARRO NESTOR,"NAVARRO, NESTOR",2023,Boedo en Accion,Comisión Directiva,Vice-Presidente,SI
NAVARRO NESTOR,"NAVARRO, NESTOR",2022,Boedo en Accion,Comisión Directiva,,NO
ALEJANDRO TAMER,"TAMER, ALEJANDRO",2023,Orden y Progreso,Comisión Directiva,Vice-Presidente,SI
ALEJANDRO TAMER,"TAMER, ALEJANDRO",2022,Siempre San Lorenzo,Comisión Directiva,,NO
FEDERICO TIRELLI,"TIRELLI, FEDERICO",2023,X Amor a San Lorenzo,Comisión Directiva,Vice-Presidente,NO
CHRISTIAN MERA,"MERA, CHRISTIAN",2023,Volver a San Lorenzo,Comisión Directiva,Vice-Presidente,NO
CHRISTIAN MERA,"MERA, CHRISTIAN",2022,Volver a San Lorenzo,Comisión Directiva,,NO
CHRISTIAN MERA,"MERA, CHRISTIAN",2012 (ASAMBLEA),Transitoria,Comisión Directiva,,SI
NESTOR ORTIGOZA,"ORTIGOZA, NESTOR",2023,Boedo en Accion,Comisión Directiva,Vocal 1,SI
SEBASTIAN TORRICO,"TORRICO, SEBASTIAN",2023,X Amor a San Lorenzo,Comisión Directiva,Vocal 1,NO
SEBASTIAN TORRICO,"TORRICO, SEBASTIAN",2022,San Lorenzo Querido,Comisión Directiva,,NO
FERNANDEZ JOSE LUIS,"FERNANDEZ, JOSE LUIS",2023,Volver a San Lorenzo,Comisión Directiva,Vocal 1,NO
FERNANDEZ JOSE LUIS,"FERNANDEZ, JOSE LUIS",2019,Frente Pasion Azulgrana,Asamblea,73,NO
FERNANDEZ JOSE LUIS,"FERNANDEZ, JOSE LUIS",1998,San Lorenzo para Todos,Comisión Directiva,Vocal 11,NO
FERNANDEZ JOSE LUIS,"FERNANDEZ, JOSE LUIS",2016,Cruzada por San Lorenzo,Comisión Directiva,Vocal 8,NO
FERNANDEZ JOSE LUIS,"FERNANDEZ, JOSE LUIS",2001,Unidad Azulgrana,Comisión Directiva,Vocal 11,NO
FERNANDEZ JOSE LUIS,"FERNANDEZ, JOSE LUIS",2007,Proyecto Azulgrana,Comisión Directiva,,NO
FERNANDEZ JOSE LUIS,"FERNANDEZ, JOSE LUIS",2022,Renovacion San Lorenzo,Asamblea,,NO
ANDRES OSCAR TERZANO,"OSCAR, TERZANO ANDRES",2023,Boedo en Accion,Comisión Directiva,Vocal 2,SI
ANDRES OSCAR TERZANO,"OSCAR, TERZANO ANDRES",2010,Boedo en Accion,Asamblea,6,SI
DINA FISCHER,"FISCHER, DINA",2023,Orden y Progreso,Comisión Directiva,Vocal 2,NO
DINA FISCHER,"FISCHER, DINA",2022,Renovacion San Lorenzo,Fiscalizadora,,NO
DONOFRIO JORGE,"DONOFRIO, JORGE",2023,X Amor a San Lorenzo,Comisión Directiva,Vocal 2,NO
DONOFRIO JORGE,"DONOFRIO, JORGE",2022,San Lorenzo Querido,Comisión Directiva,,NO
MATIAS PLESCIA,"PLESCIA, MATIAS",2023,Volver a San Lorenzo,Comisión Directiva,Vocal 2,NO
MATIAS PLESCIA,"PLESCIA, MATIAS",2019,Volver a San Lorenzo,Comisión Directiva,Vice-Presidente,NO
MATIAS PLESCIA,"PLESCIA, MATIAS",2016,Volver a San Lorenzo,Asamblea,1,NO
MATIAS PLESCIA,"PLESCIA, MATIAS",2013,Volver a San Lorenzo,Comisión Directiva,Vocal 11,NO
MATIAS PLESCIA,"PLESCIA, MATIAS",2022,Volver a San Lorenzo,Comisión Directiva,,NO
MATIAS PLESCIA,"PLESCIA, MATIAS",2016,Volver a San Lorenzo,Fiscalizadora,,NO
DANIELA MENDEZ RIGHI,"RIGHI, DANIELA MENDEZ",2023,Boedo en Accion,Comisión Directiva,Vocal 3,SI
DANIELA MENDEZ RIGHI,"RIGHI, DANIELA MENDEZ",2022,Boedo en Accion,Comisión Directiva,,NO
ALEJANDRO BARROS URIEL,"BARROS, URIEL ALEJANDRO",2023,Boedo en Accion,Comisión Directiva,Vocal 4,SI
ALEJANDRO BARROS URIEL,"BARROS, URIEL ALEJANDRO",2019,San Lorenzo Siglo XXI,Asamblea,70,NO
ALEJANDRO BARROS URIEL,"BARROS, URIEL ALEJANDRO",2022,Boedo en Accion,Comisión Directiva,,NO
ALEJANDRO BARROS URIEL,"BARROS, URIEL ALEJANDRO",2012 (ASAMBLEA),Transitoria,Comisión Directiva,,SI
ALEJANDRO BARROS URIEL,"BARROS, URIEL ALEJANDRO",2010,Boedo en Accion,Comisión Directiva,,NO
ALEJANDRO BARROS URIEL,"BARROS, URIEL ALEJANDRO",2007,Frente San Lorenzo,Fiscalizadora,,SI
EMILIANO LEONE RODRIGUEZ,"LEONE, EMILIANO RODRIGUEZ",2023,Volver a San Lorenzo,Comisión Directiva,Vocal 4,NO
EMILIANO LEONE RODRIGUEZ,"LEONE, EMILIANO RODRIGUEZ",2022,Volver a San Lorenzo,Comisión Directiva,,NO
GOROYESKY LEANDRO,"GOROYESKY, LEANDRO",2023,Boedo en Accion,Comisión Directiva,Vocal 5,SI
GOROYESKY LEANDRO,"GOROYESKY, LEANDRO",2019,Frente Pasion Azulgrana,Asamblea,12,NO
GOROYESKY LEANDRO,"GOROYESKY, LEANDRO",2022,Boedo en Accion,Comisión Directiva,,NO
GOROYESKY LEANDRO,"GOROYESKY, LEANDRO",2016,Volver a San Lorenzo,Comisión Directiva,,NO
GOROYESKY LEANDRO,"GOROYESKY, LEANDRO",2012 (EXTRAORDINARIA),Por San Lorenzo,Comisión Directiva,,NO
LEONARDO LIPERA,"LIPERA, LEONARDO",2023,X Amor a San Lorenzo,Comisión Directiva,Vocal 5,NO
LEONARDO LIPERA,"LIPERA, LEONARDO",2019,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 6,SI
LEONARDO LIPERA,"LIPERA, LEONARDO",2016,San Lorenzo Siglo XXI,Comisión Directiva,Vocal 3,SI
